20.67,-2.19
22.35,-2.19
23.02,-2.19
23.69,-2.19
26.07,-2.19
27.02,-2.2
27.98,-2.22
30.03,-2.2
33.23,-2.2
34.44,-2.18
35.66,-2.16
38.08,-2.21
40.21,-2.2
42.34,-2.19
45.44,-2.19
48.77,-2.19
51.36,-2.19
53.95,-2.19
57.52,-2.19
59.84,-2.18
62.15,-2.18
68.75,-2.16
71.27,-2.16
73.79,-2.16
79.19,-2.09
87.61,-2.07
90.82,-2.07
94.03,-2.07
100.92,-2.07
106.28,-2.07
111.64,-2.07
119.82,-2.0
128.6,-1.94
135.43,-1.85
142.26,-1.76
152.69,-1.64
158.28,-1.56
163.87,-1.49
181.29,-1.36
194.57,-1.35
201.7,-1.4
208.82,-1.46
231.01,-1.56
239.47,-1.58
247.93,-1.59
264.76,-1.47
291.42,-1.23
302.1,-1.14
312.77,-1.05
335.68,-0.81
353.52,-0.66
371.35,-0.52
399.36,-0.34
425.6,-0.26
447.03,-0.13
468.46,-0.0
506.6,0.34
521.74,0.46
536.89,0.59
585.02,1.14
627.87,1.42
649.17,1.52
670.48,1.62
745.48,1.75
775.83,1.81
806.18,1.86
854.38,1.95
897.4,2.08
940.42,2.22
1016.13,2.51
1077.8,2.73
1132.06,2.96
1186.33,3.19
1280.98,3.74
1319.62,3.97
1358.26,4.19
1466.62,4.92
1590.04,5.86
1656.94,6.42
1723.84,6.97
1850.13,8.04
1927.98,8.64
2005.82,9.23
2152.76,10.24
2293.03,10.96
2349.37,11.18
2405.71,11.41
2608.16,11.96
2713.15,12.02
2818.14,12.09
2989.15,12.09
3290.16,11.72
3413.65,11.49
3537.14,11.26
3777.14,10.73
3922.32,10.36
4067.51,9.99
4409.8,9.04
4780.89,8.04
5008.36,7.53
5235.83,7.02
5608.05,6.37
5766.72,6.12
5925.39,5.86
6407.82,5.35
6919.04,5.06
7112.96,4.94
7306.87,4.83
8002.17,4.77
8295.28,4.74
8588.39,4.72
9217.55,4.6
9656.1,4.3
10094.66,4.01
10752.41,3.28
11223.99,2.73
11544.55,2.24
11865.11,1.76
12734.31,0.66
13270.12,0.14
13805.92,-0.39
15119.65,-1.42
16309.42,-2.5
16731.8,-2.99
17154.18,-3.48
17771.41,-4.23
18091.12,-4.64
18410.84,-5.04
19364.44,-6.0
