19.98,-4.90
21.22,-4.59
22.78,-4.55
24.45,-4.23
26.24,-4.00
28.16,-3.63
30.22,-3.30
32.44,-3.11
34.82,-2.87
37.37,-2.75
40.10,-2.75
43.04,-2.98
46.19,-3.19
49.58,-2.81
53.21,-2.20
57.11,-1.88
61.29,-1.65
65.78,-1.32
70.60,-0.99
75.77,-0.80
81.32,-0.59
87.28,-0.44
93.67,-0.37
100.54,-0.21
107.90,-0.13
115.81,0.00
124.29,0.03
133.39,0.07
143.17,0.09
153.65,0.13
164.91,0.21
176.99,0.21
189.96,0.21
203.87,0.21
218.81,0.21
234.84,0.21
252.04,0.21
270.51,0.21
290.32,0.19
311.59,0.09
334.42,0.09
358.92,0.06
385.21,-0.02
413.43,-0.15
443.71,-0.15
476.22,-0.13
511.11,-0.04
548.55,-0.12
588.73,-0.06
631.86,-0.03
678.15,-0.04
727.83,-0.05
781.15,-0.01
838.37,-0.19
899.79,-0.37
965.71,-0.38
1036.45,-0.33
1112.38,-0.10
1193.87,-0.15
1281.33,-0.34
1375.19,-0.28
1475.93,-0.14
1584.06,0.44
1691.54,1.18
1806.31,1.91
1938.63,2.36
2080.65,2.80
2233.08,3.45
2396.66,4.41
2559.28,5.21
2705.47,6.04
2845.60,6.85
3023.37,7.56
3244.85,7.97
3482.56,7.84
3737.68,8.28
3991.29,8.26
4198.02,7.21
4371.08,6.23
4620.76,5.55
4959.27,5.02
5277.96,5.30
5453.16,6.22
5570.05,7.23
5655.08,8.08
5770.47,8.93
5918.02,10.12
6193.20,11.03
6448.52,10.00
6546.95,8.81
6673.80,7.59
6765.42,6.73
6955.96,5.80
7353.28,5.14
7734.15,4.81
8004.34,3.65
8217.32,2.94
8623.56,4.12
8730.67,4.62
9029.60,3.29
9136.62,2.51
9182.88,1.68
9276.09,0.66
9446.27,-0.38
9658.51,-1.52
9805.94,-2.66
10016.14,-3.72
10158.77,-4.82
10303.43,-5.90
10757.14,-6.71
10631.13,-7.72
11035.92,-4.92
11147.94,-3.50
11261.11,-2.12
11375.42,-0.71
11506.37,0.74
11654.52,2.17
11840.39,3.45
12131.48,4.26
12558.93,2.82
12815.19,1.81
13129.62,0.71
13309.86,-0.48
13478.96,-1.36
13846.91,-2.49
14761.57,-2.35
15062.78,-3.25
15432.35,-4.27
15683.76,-5.35
15923.17,-6.47
16125.47,-7.76
16289.15,-8.65
16454.50,-9.60
16621.53,-10.58
16832.70,-11.46
17003.57,-12.34
17176.17,-13.34
17491.28,-14.31
18096.25,-15.40
18758.86,-16.38
18434.45,-17.05
19311.09,-13.86
19097.74,-14.76
19487.43,-12.81
