20.26,7.63
21.74,7.77
23.33,7.83
25.04,7.95
25.96,7.98
26.88,8.01
28.84,8.01
30.96,8.01
33.23,7.95
35.66,7.89
38.27,7.84
41.08,7.75
42.58,7.68
44.08,7.61
47.31,7.46
50.78,7.26
54.5,7.07
58.49,6.84
62.78,6.59
67.38,6.33
69.84,6.19
72.31,6.05
77.61,5.73
83.3,5.4
89.4,5.06
95.95,4.67
102.98,4.3
110.52,3.9
114.57,3.7
118.62,3.51
127.3,3.12
136.63,2.71
146.64,2.33
157.38,1.96
168.91,1.61
181.29,1.28
187.93,1.12
194.57,0.96
208.82,0.69
224.12,0.44
240.54,0.33
258.16,0.26
277.07,0.17
297.36,0.12
308.26,0.05
319.15,-0.01
342.53,-0.03
367.62,-0.03
394.55,-0.03
423.46,-0.03
454.48,0.02
487.77,0.14
505.64,0.15
523.5,0.15
561.85,0.15
603.01,0.14
647.19,0.2
694.6,0.23
745.48,0.31
800.1,0.42
829.4,0.52
858.71,0.61
921.62,0.91
989.13,1.27
1061.59,1.7
1139.36,2.12
1222.83,2.51
1312.41,2.83
1360.48,2.96
1408.55,3.09
1511.74,3.35
1622.48,3.61
1741.34,3.9
1868.91,4.26
2005.82,4.72
2152.76,5.28
2231.61,5.62
2310.46,5.95
2479.72,6.75
2661.38,7.54
2856.34,8.08
3065.59,8.33
3290.16,8.12
3531.19,7.55
3660.54,7.15
3789.88,6.75
4067.51,5.91
4365.49,5.07
4685.29,4.32
5028.52,3.73
5396.9,3.75
5792.26,4.63
5942.26,4.46
6092.27,4.28
6241.75,3.39
6375.54,2.45
6538.57,1.63
6947.05,1.01
7418.41,1.58
7646.62,2.43
7714.8,2.85
7782.98,3.27
8165.45,4.42
8763.63,4.58
9358.25,4.32
9768.69,3.44
9942.88,2.51
10197.13,1.35
10301.17,0.8
10405.2,0.26
10617.52,-0.88
10834.16,-2.0
11055.23,-3.05
11280.81,-4.16
11557.59,-5.35
11805.34,-6.4
11925.78,-6.82
12046.23,-7.24
12292.03,-8.02
12555.52,-8.79
12994.15,-9.56
13805.92,-10.23
14668.41,-9.43
15005.55,-8.63
15374.26,-8.26
15742.97,-7.89
16896.26,-7.58
18134.03,-6.9
19266.9,-7.05
