20.25,-7.21
21.73,-6.71
23.32,-6.14
25.02,-5.63
26.86,-5.1
28.82,-4.61
30.93,-4.13
33.19,-3.66
35.62,-3.21
38.22,-2.75
41.02,-2.33
44.02,-1.95
47.24,-1.56
50.7,-1.21
54.41,-0.89
58.39,-0.61
62.66,-0.35
67.24,-0.07
72.16,0.14
77.44,0.33
83.11,0.46
89.19,0.59
95.71,0.69
102.71,0.72
110.23,0.77
118.29,0.84
126.94,0.76
136.23,0.72
146.2,0.71
156.89,0.61
168.37,0.52
180.69,0.41
193.9,0.3
208.09,0.17
223.31,0.08
239.65,0.04
257.18,-0.09
276.0,-0.12
296.19,-0.11
317.85,-0.12
341.11,-0.12
366.06,-0.01
392.84,0.1
421.58,0.12
452.42,0.12
485.52,0.01
521.04,-0.19
559.15,-0.39
600.06,-0.56
643.96,-0.79
691.07,-1.01
741.62,-1.02
795.88,-0.78
854.1,-0.42
916.58,-0.16
983.64,-0.11
1055.59,-0.05
1132.82,0.21
1215.69,0.49
1304.63,0.76
1400.07,0.87
1502.49,0.88
1612.41,0.82
1730.36,0.72
1856.95,0.72
1992.8,0.72
2138.58,0.82
2295.03,0.61
2462.93,0.39
2643.11,0.24
2836.47,-0.34
3043.97,-1.11
3266.66,-1.87
3505.63,-2.66
3762.09,-3.25
4037.31,-3.62
4332.67,-3.65
4649.63,-3.25
4939.7,-2.45
5195.2,-1.5
5387.31,-0.57
5552.82,0.38
5688.87,1.21
5983.13,1.92
6276.76,1.15
6388.53,0.36
6518.71,-0.55
6618.09,-1.41
6752.95,-2.33
6890.56,-3.4
7054.65,-4.31
7203.24,-5.19
7364.87,-6.1
7583.47,-7.06
7855.97,-7.95
8346.07,-9.11
8956.64,-9.52
9563.52,-9.8
10211.52,-10.53
10848.58,-10.51
11125.61,-11.41
11295.22,-12.24
11525.38,-13.17
11760.24,-14.24
12048.39,-15.28
12318.73,-16.26
12877.75,-17.12
13819.83,-17.05
14498.06,-17.6
14830.84,-18.46
15756.08,-19.08
16654.84,-19.92
17340.52,-20.85
18054.43,-21.8
18797.73,-22.68
19375.22,-23.34
